scenario,pv_kwp,battery_kwh,discount_rate,annual_savings,breakeven_eur_per_kwh
large-connection,9.0,25.0,0.04,929.5145527335094,349.5463427519325
large-connection,9.0,30.0,0.0,1009.8701828045356,426.6854468370662
large-connection,9.0,30.0,0.01,1009.8701828045356,394.91666481072025
large-connection,9.0,30.0,0.02,1009.8701828045356,366.4050189062327
large-connection,9.0,30.0,0.03,1009.8701828045356,340.75448488701164
large-connection,9.0,30.0,0.04,1009.8701828045356,317.62289079894555
large-connection,12.0,2.5,0.0,188.00295903753636,822.9956457300499
large-connection,12.0,2.5,0.01,188.00295903753636,752.0246421970834
large-connection,12.0,2.5,0.02,188.00295903753636,688.330034058188
large-connection,12.0,2.5,0.03,188.00295903753636,631.0271088471767
large-connection,12.0,2.5,0.04,188.00295903753636,579.3514593247666
large-connection,12.0,5.0,0.0,336.2289616935568,799.0063917215066
large-connection,12.0,5.0,0.01,336.2289616935568,735.5432766982085
large-connection,12.0,5.0,0.02,336.2289616935568,678.5868009340617
large-connection,12.0,5.0,0.03,336.2289616935568,627.3458440248273
large-connection,12.0,5.0,0.04,336.2289616935568,581.136863930288
large-connection,12.0,7.5,0.0,454.4586701066065,738.7302529103098
large-connection,12.0,7.5,0.01,454.4586701066065,681.5442950458851
large-connection,12.0,7.5,0.02,454.4586701066065,630.2214026546286
large-connection,12.0,7.5,0.03,454.4586701066065,584.0487053064357
large-connection,12.0,7.5,0.04,454.4586701066065,542.4102703245682
large-connection,12.0,10.0,0.0,557.424387359951,688.6397889742398
large-connection,12.0,10.0,0.01,557.424387359951,636.0329465511024
large-connection,12.0,10.0,0.02,557.424387359951,588.8196897734964
large-connection,12.0,10.0,0.03,557.424387359951,546.3442306860366
large-connection,12.0,10.0,0.04,557.424387359951,508.03995688108836
large-connection,12.0,12.5,0.0,647.0752394707349,644.6618420430973
large-connection,12.0,12.5,0.01,647.0752394707349,595.8077395952698
large-connection,12.0,12.5,0.02,647.0752394707349,551.962468195854
large-connection,12.0,12.5,0.03,647.0752394707349,512.5170209080954
large-connection,12.0,12.5,0.04,647.0752394707349,476.94520495296143
large-connection,12.0,15.0,0.0,727.3334843766622,607.1581516554529
large-connection,12.0,15.0,0.01,727.3334843766622,561.3968264493651
large-connection,12.0,15.0,0.02,727.3334843766622,520.3272412410288
large-connection,12.0,15.0,0.03,727.3334843766622,483.3789431290661
large-connection,12.0,15.0,0.04,727.3334843766622,450.05905070381124
large-connection,12.0,20.0,0.0,868.7633398532405,547.8039488165216
large-connection,12.0,20.0,0.01,868.7633398532405,506.80924427989913
large-connection,12.0,20.0,0.02,868.7633398532405,470.0175756934874
large-connection,12.0,20.0,0.03,868.7633398532405,436.9179100389305
large-connection,12.0,20.0,0.04,868.7633398532405,407.0687057378355
large-connection,12.0,25.0,0.0,990.2368671915278,501.7570255669702
large-connection,12.0,25.0,0.01,990.2368671915278,464.3756436144169
large-connection,12.0,25.0,0.02,990.2368671915278,430.8268369661882
large-connection,12.0,25.0,0.03,990.2368671915278,400.64461566905806
large-connection,12.0,25.0,0.04,990.2368671915278,373.426356150631
large-connection,12.0,30.0,0.0,1095.6776720732241,464.0733283691631
large-connection,12.0,30.0,0.01,1095.6776720732241,429.60519005997844
large-connection,12.0,30.0,0.02,1095.6776720732241,398.6709429225406
large-connection,12.0,30.0,0.03,1095.6776720732241,370.84091300368016
large-connection,12.0,30.0,0.04,1095.6776720732241,345.74385439821725
large-household,0.0,2.5,0.0,99.109205747656,358.20417189422
large-household,0.0,2.5,0.01,99.109205747656,320.7905065600375
large-household,0.0,2.5,0.02,99.109205747656,287.21272642630186
large-household,0.0,2.5,0.03,99.109205747656,257.0044391006394
large-household,0.0,2.5,0.04,99.109205747656,229.76267329610354
large-household,0.0,5.0,0.0,171.99734322173072,369.6541978106351
large-household,0.0,5.0,0.01,171.99734322173072,337.1897511978211
large-household,0.0,5.0,0.02,171.99734322173072,308.0537646327057
large-household,0.0,5.0,0.03,171.99734322173072,281.8415418422132
large-household,0.0,5.0,0.04,171.99734322173072,258.20341807912587
large-household,0.0,7.5,0.0,229.2467992568445,346.21464296923864
large-household,0.0,7.5,0.01,229.2467992568445,317.3678001974176
large-household,0.0,7.5,0.02,229.2467992568445,291.47851788591714
large-household,0.0,7.5,0.03,229.2467992568445,268.1871961962128
large-household,0.0,7.5,0.04,229.2467992568445,247.1831344992092
large-household,0.0,10.0,0.0,275.15275136322134,319.667153492365
large-household,0.0,10.0,0.01,275.15275136322134,293.69965411220136
large-household,0.0,10.0,0.02,275.15275136322134,270.3945067276327
large-household,0.0,10.0,0.03,275.15275136322134,249.4280049054158
large-household,0.0,10.0,0.04,275.15275136322134,230.5204605543003
large-household,0.0,12.5,0.0,310.573915095277,292.7744692731536
large-household,0.0,12.5,0.01,310.573915095277,269.32617618424183
large-household,0.0,12.5,0.02,310.573915095277,248.28195015564341
large-household,0.0,12.5,0.03,310.573915095277,229.34948875152014
large-household,0.0,12.5,0.04,310.573915095277,212.2762374905525
large-household,0.0,15.0,0.0,339.01812583961737,268.7660428590818
large-household,0.0,15.0,0.01,339.01812583961737,247.43618655444484
large-household,0.0,15.0,0.02,339.01812583961737,228.29320179515906
large-household,0.0,15.0,0.03,339.01812583961737,211.071194218241
large-household,0.0,15.0,0.04,339.01812583961737,195.54042638501187
large-household,0.0,20.0,0.0,386.6447730000739,232.70222490718356
large-household,0.0,20.0,0.01,386.6447730000739,214.45745386004765
large-household,0.0,20.0,0.02,386.6447730000739,198.08325193839414
large-household,0.0,20.0,0.03,386.6447730000739,183.35218292764782
large-household,0.0,20.0,0.04,386.6447730000739,170.067737910459
large-household,0.0,25.0,0.0,427.0158253487755,207.2702608110877
large-household,0.0,25.0,0.01,427.0158253487755,191.1504391845516
large-household,0.0,25.0,0.02,427.0158253487755,176.68332345193866
large-household,0.0,25.0,0.03,427.0158253487755,163.6679666569461
large-household,0.0,25.0,0.04,427.0158253487755,151.93074707050314
large-household,0.0,30.0,0.0,453.40215137920586,184.22221882928363
large-household,0.0,30.0,0.01,453.40215137920586,169.9589656283223
large-household,0.0,30.0,0.02,453.40215137920586,157.1580712038961
large-household,0.0,30.0,0.03,453.40215137920586,145.64173226611072
large-household,0.0,30.0,0.04,453.40215137920586,135.25632362355287
large-household,3.0,2.5,0.0,177.5325713300099,768.2499886494663
large-household,3.0,2.5,0.01,177.5325713300099,701.2315501547662
large-household,3.0,2.5,0.02,177.5325713300099,641.0842651298653
large-household,3.0,2.5,0.03,177.5325713300099,586.9726931124753
large-household,3.0,2.5,0.04,177.5325713300099,538.1749987473022
large-household,3.0,5.0,0.0,307.1539119492918,722.9952282687793
large-household,3.0,5.0,0.01,307.1539119492918,665.0200201079192
large-household,3.0,5.0,0.02,307.1539119492918,612.988796343955
large-household,3.0,5.0,0.03,307.1539119492918,566.1788478867459
large-household,3.0,5.0,0.04,307.1539119492918,523.9657412830359
large-household,3.0,7.5,0.0,401.3896899806497,646.237778936829
large-household,3.0,7.5,0.01,401.3896899806497,595.7296570584115
large-household,3.0,7.5,0.02,401.3896899806497,550.3999467439309
large-household,3.0,7.5,0.03,401.3896899806497,509.61902233156593
large-household,3.0,7.5,0.04,401.3896899806497,472.8428760986626
large-household,3.0,10.0,0.0,461.4943090575284,563.2443567047446
large-household,3.0,10.0,0.01,461.4943090575284,519.6909009423458
large-household,3.0,10.0,0.02,461.4943090575284,480.60282046181385
large-household,3.0,10.0,0.03,461.4943090575284,445.4371852869561
large-household,3.0,10.0,0.04,461.4943090575284,413.72489430290534
large-household,3.0,12.5,0.0,496.91266005487114,487.63329050001727
large-household,3.0,12.5,0.01,496.91266005487114,450.11644466644844
large-household,3.0,12.5,0.02,496.91266005487114,416.4460627496065
large-household,3.0,12.5,0.03,496.91266005487114,386.15446612655154
large-household,3.0,12.5,0.04,496.91266005487114,358.837572184348
large-household,3.0,15.0,0.0,521.8668516315107,428.10706440547904
large-household,3.0,15.0,0.01,521.8668516315107,395.2729941684219
large-household,3.0,15.0,0.02,521.8668516315107,365.8052801268295
large-household,3.0,15.0,0.03,521.8668516315107,339.2946183423557
large-household,3.0,15.0,0.04,521.8668516315107,315.3873629633867
large-household,3.0,20.0,0.0,566.7025776058375,350.38390849164176
large-household,3.0,20.0,0.01,566.7025776058375,323.64267337803983
large-household,3.0,20.0,0.02,566.7025776058375,299.64311853280276
large-household,3.0,20.0,0.03,566.7025776058375,278.0518922645562
large-household,3.0,20.0,0.04,566.7025776058375,258.58097280820425
large-household,3.0,25.0,0.0,598.0143056739112,296.6788331264326
large-household,3.0,25.0,0.01,598.0143056739112,274.1038291913755
large-household,3.0,25.0,0.02,598.0143056739112,253.84335719861906
large-household,3.0,25.0,0.03,598.0143056739112,235.6160009864729
large-household,3.0,25.0,0.04,598.0143056739112,219.1786120072801
large-household,3.0,30.0,0.0,624.4191543675618,258.7374330861828
large-household,3.0,30.0,0.01,624.4191543675618,239.09427860360535
large-household,3.0,30.0,0.02,624.4191543675618,221.46506434572348
large-household,3.0,30.0,0.03,624.4191543675618,205.60492208775713
large-household,3.0,30.0,0.04,624.4191543675618,191.30228134681394
large-household,6.0,2.5,0.0,191.7333827891423,842.5006063079547
large-household,6.0,2.5,0.01,191.7333827891423,770.1213700609391
large-household,6.0,2.5,0.02,191.7333827891423,705.1629101174392
large-household,6.0,2.5,0.03,191.7333827891423,646.7229592216304
large-household,6.0,2.5,0.04,191.7333827891423,594.0219424850819
large-household,6.0,5.0,0.0,346.0235383122871,824.6124412679367
large-household,6.0,5.0,0.01,346.0235383122871,759.3006028645108
large-household,6.0,5.0,0.02,346.0235383122871,700.6849465140309
large-household,6.0,5.0,0.03,346.0235383122871,647.9513059408534
large-household,6.0,5.0,0.04,346.0235383122871,600.3962270637177
large-household,6.0,7.5,0.0,469.9956316957389,765.8091983130482
large-household,6.0,7.5,0.01,469.9956316957389,706.6681759087197
large-household,6.0,7.5,0.02,469.9956316957389,653.590664538494
large-household,6.0,7.5,0.03,469.9956316957389,605.8394222700401
large-household,6.0,7.5,0.04,469.9956316957389,562.7774590170688
large-household,6.0,10.0,0.0,564.4351659360884,697.8039596458095
large-household,6.0,10.0,0.01,564.4351659360884,644.53547605271
large-household,6.0,10.0,0.02,564.4351659360884,596.7284137354974
large-household,6.0,10.0,0.03,564.4351659360884,553.7187368324296
large-household,6.0,10.0,0.04,564.4351659360884,514.9327065987073
large-household,6.0,12.5,0.0,640.4205868014092,637.7029147673975
large-household,6.0,12.5,0.01,640.4205868014092,589.3512377925765
large-household,6.0,12.5,0.02,640.4205868014092,545.9568800343533
large-household,6.0,12.5,0.03,640.4205868014092,506.91709770651664
large-household,6.0,12.5,0.04,640.4205868014092,471.71110950302426
large-household,6.0,15.0,0.0,703.1305588298003,586.0668431743776
large-household,6.0,15.0,0.01,703.1305588298003,541.8282829319267
large-household,6.0,15.0,0.02,703.1305588298003,502.1253392083967
large-household,6.0,15.0,0.03,703.1305588298003,466.40654163160235
large-household,6.0,15.0,0.04,703.1305588298003,434.19541003328663
large-household,6.0,20.0,0.0,798.2402614694215,501.71166965129567
large-household,6.0,20.0,0.01,798.2402614694215,464.04476755376584
large-household,6.0,20.0,0.02,798.2402614694215,430.23971408860143
large-household,6.0,20.0,0.03,798.2402614694215,399.8269600569829
large-household,6.0,20.0,0.04,798.2402614694215,372.4008066352866
large-household,6.0,25.0,0.0,854.2511966645226,430.65531382048727
large-household,6.0,25.0,0.01,854.2511966645226,398.4073827204167
large-household,6.0,25.0,0.02,854.2511966645226,369.46571313059627
large-household,6.0,25.0,0.03,854.2511966645226,343.4283078235284
large-household,6.0,25.0,0.04,854.2511966645226,319.94783407517565
large-household,6.0,30.0,0.0,887.6919166896366,373.450157257655
large-household,6.0,30.0,0.01,887.6919166896366,345.52489370591337
large-household,6.0,30.0,0.02,887.6919166896366,320.4627044939861
large-household,6.0,30.0,0.03,887.6919166896366,297.91547803325375
large-household,6.0,30.0,0.04,887.6919166896366,277.58243974599844
large-household,9.0,2.5,0.0,194.81451733903123,858.6106817129088
large-household,9.0,2.5,0.01,194.81451733903123,785.0683190334946
large-household,9.0,2.5,0.02,194.81451733903123,719.0659837234418
large-household,9.0,2.5,0.03,194.81451733903123,659.6869091905304
large-household,9.0,2.5,0.04,194.81451733903123,606.1389928628981
large-household,9.0,5.0,0.0,354.8851403801527,847.779407073951
large-household,9.0,5.0,0.01,354.8851403801527,780.7949439552391
large-household,9.0,5.0,0.02,354.8851403801527,720.6781509362592
large-household,9.0,5.0,0.03,354.8851403801527,666.5940110859844
large-household,9.0,5.0,0.04,354.8851403801527,617.8210549876325
large-household,9.0,7.5,0.0,487.5821759186294,796.460305230092
large-household,9.0,7.5,0.01,487.5821759186294,735.1063128835788
large-household,9.0,7.5,0.02,487.5821759186294,680.0427192223633
large-household,9.0,7.5,0.03,487.5821759186294,630.5046958069821
large-household,9.0,7.5,0.04,487.5821759186294,585.8314173204193
large-household,9.0,10.0,0.0,596.0476906425674,739.1264131541053
large-household,9.0,10.0,0.01,596.0476906425674,682.8745023132176
large-household,9.0,10.0,0.02,596.0476906425674,632.38989254706
large-household,9.0,10.0,0.03,596.0476906425674,586.9713570969509
large-household,9.0,10.0,0.04,596.0476906425674,546.013023624474
large-household,9.0,12.5,0.0,690.1344213913093,689.6898443184998
large-household,9.0,12.5,0.01,690.1344213913093,637.5847788349236
large-household,9.0,12.5,0.02,690.1344213913093,590.8218536568087
large-household,9.0,12.5,0.03,690.1344213913093,548.7515358948046
large-household,9.0,12.5,0.04,690.1344213913093,510.81261762911083
large-household,9.0,15.0,0.0,773.3030465480942,647.2176979537041
large-household,9.0,15.0,0.01,773.3030465480942,598.5641257532254
large-household,9.0,15.0,0.02,773.3030465480942,554.8988249740493
large-household,9.0,15.0,0.03,773.3030465480942,515.6152884553987
large-household,9.0,15.0,0.04,773.3030465480942,480.18948326895594
large-household,9.0,20.0,0.0,902.9938637475427,570.1762402630347
large-household,9.0,20.0,0.01,902.9938637475427,527.5662854634147
large-household,9.0,20.0,0.02,902.9938637475427,489.3249722696798
large-household,9.0,20.0,0.03,902.9938637475427,454.9211322282604
large-household,9.0,20.0,0.04,902.9938637475427,423.8958263881351
large-household,9.0,25.0,0.0,1000.2002095241356,506.96647662029943
large-household,9.0,25.0,0.01,1000.2002095241356,469.20897909621084
large-household,9.0,25.0,0.02,1000.2002095241356,435.32261861963934
large-household,9.0,25.0,0.03,1000.2002095241356,404.83671664457717
large-household,9.0,25.0,0.04,1000.2002095241356,377.3445985714298
large-household,9.0,30.0,0.0,1078.803856992501,456.72110067191477
large-household,9.0,30.0,0.01,1078.803856992501,422.7837836132038
large-household,9.0,30.0,0.02,1078.803856992501,392.32593458002856
large-household,9.0,30.0,0.03,1078.803856992501,364.9244967466976
large-household,9.0,30.0,0.04,1078.803856992501,340.21394152336285
large-household,12.0,2.5,0.0,201.48324475941774,893.478909587406
large-household,12.0,2.5,0.01,201.48324475941774,817.4191063329306
large-household,12.0,2.5,0.02,201.48324475941774,749.1574343507253
large-household,12.0,2.5,0.03,201.48324475941774,687.7457450622838
large-household,12.0,2.5,0.04,201.48324475941774,632.3648213038081
large-household,12.0,5.0,0.0,364.8453404998994,873.8184476253185
large-household,12.0,5.0,0.01,364.8453404998994,804.953999740658
large-household,12.0,5.0,0.02,364.8453404998994,743.1499698641838
large-household,12.0,5.0,0.03,364.8453404998994,687.5479054943419
large-household,12.0,5.0,0.04,364.8453404998994,637.4060884663639
large-household,12.0,7.5,0.0,501.4933097645702,820.7056399271867
large-household,12.0,7.5,0.01,501.4933097645702,757.601166037932
large-household,12.0,7.5,0.02,501.4933097645702,700.9665612543014
large-household,12.0,7.5,0.03,501.4933097645702,650.0151759314706
large-household,12.0,7.5,0.04,501.4933097645702,604.067330844534
large-household,12.0,10.0,0.0,615.727265442511,764.8506576516361
large-household,12.0,10.0,0.01,615.727265442511,706.7414899093089
large-household,12.0,10.0,0.02,615.727265442511,654.5900409459923
large-household,12.0,10.0,0.03,615.727265442511,607.6719317541734
large-household,12.0,10.0,0.04,615.727265442511,565.3612860424132
large-household,12.0,12.5,0.0,715.9255789649037,716.6602661916139
large-household,12.0,12.5,0.01,715.9255789649037,662.6079714254292
large-household,12.0,12.5,0.02,715.9255789649037,614.0974592055904
large-household,12.0,12.5,0.03,715.9255789649037,570.4549228135065
large-household,12.0,12.5,0.04,715.9255789649037,531.0981813110152
large-household,12.0,15.0,0.0,803.9386344046845,673.9146620348173
large-household,12.0,15.0,0.01,803.9386344046845,623.3336038476504
large-household,12.0,15.0,0.02,803.9386344046845,577.9384351153138
large-household,12.0,15.0,0.03,803.9386344046845,537.0986209643602
large-household,12.0,15.0,0.04,803.9386344046845,500.26936809718694
large-household,12.0,20.0,0.0,952.2875511761579,602.3934726089844
large-household,12.0,20.0,0.01,952.2875511761579,557.4574756538585
large-household,12.0,20.0,0.02,952.2875511761579,517.1286008330616
large-household,12.0,20.0,0.03,952.2875511761579,480.84668364690106
large-household,12.0,20.0,0.04,952.2875511761579,448.12773204697686
large-household,12.0,25.0,0.0,1076.5095786111597,546.8657302942671
large-household,12.0,25.0,0.01,1076.5095786111597,506.2275586941962
large-household,12.0,25.0,0.02,1076.5095786111597,469.75586903652714
large-household,12.0,25.0,0.03,1076.5095786111597,436.94407278188606
large-household,12.0,25.0,0.04,1076.5095786111597,407.35446846043453
large-household,12.0,30.0,0.0,1180.9709442803212,501.23715618818176
large-household,12.0,30.0,0.01,1180.9709442803212,464.08583798201664
large-household,12.0,30.0,0.02,1180.9709442803212,430.74350749227085
large-household,12.0,30.0,0.03,1180.9709442803212,400.7470427012738
large-household,12.0,30.0,0.04,1180.9709442803212,373.6962979837421
large-household+net-metering,0.0,2.5,0.0,106.45880792493267,396.63243374231456
large-household+net-metering,0.0,2.5,0.01,106.45880792493267,356.444298023412
large-household+net-metering,0.0,2.5,0.02,106.45880792493267,320.37650372684095
large-household+net-metering,0.0,2.5,0.03,106.45880792493267,287.92807238402463
large-household+net-metering,0.0,2.5,0.04,106.45880792493267,258.6661497256477
large-household+net-metering,0.0,5.0,0.0,212.9205157294616,476.6400149235653
large-household+net-metering,0.0,5.0,0.01,212.9205157294616,436.4513318532643
large-household+net-metering,0.0,5.0,0.02,212.9205157294616,400.3830463232163
large-household+net-metering,0.0,5.0,0.03,212.9205157294616,367.9341730416546
large-household+net-metering,0.0,5.0,0.04,212.9205157294616,338.6718518439078
large-household+net-metering,0.0,7.5,0.0,319.34981798615036,503.25272990764137
large-household+net-metering,0.0,7.5,0.01,319.34981798615036,463.06794207845604
large-household+net-metering,0.0,7.5,0.02,319.34981798615036,427.00315242480985
large-household+net-metering,0.0,7.5,0.03,319.34981798615036,394.55742421235004
large-household+net-metering,0.0,7.5,0.04,319.34981798615036,365.29793923087
large-household+net-metering,0.0,10.0,0.0,425.76123345318797,516.535706602333
large-household+net-metering,0.0,10.0,0.01,425.76123345318797,476.3545544567789
large-household+net-metering,0.0,10.0,0.02,425.76123345318797,440.29302773352265
large-household+net-metering,0.0,10.0,0.03,425.76123345318797,407.850235020025
large-household+net-metering,0.0,10.0,0.04,425.76123345318797,378.5933972649299
large-household+net-metering,0.0,12.5,0.0,531.6450434518349,523.9537631349456
large-household+net-metering,0.0,12.5,0.01,531.6450434518349,483.8146265487274
large-household+net-metering,0.0,12.5,0.02,531.6450434518349,447.79080768437683
large-household+net-metering,0.0,12.5,0.03,531.6450434518349,415.3819388881759
large-household+net-metering,0.0,12.5,0.04,531.6450434518349,386.1556936456653
large-household+net-metering,0.0,15.0,0.0,637.2339914116615,528.6421806653387
large-household+net-metering,0.0,15.0,0.01,637.2339914116615,488.5496061589504
large-household+net-metering,0.0,15.0,0.02,637.2339914116615,452.56757553601193
large-household+net-metering,0.0,15.0,0.03,637.2339914116615,420.1963015777778
large-household+net-metering,0.0,15.0,0.04,637.2339914116615,391.00395927588454
large-household+net-metering,0.0,20.0,0.0,848.5215903834795,534.5744019967551
large-household+net-metering,0.0,20.0,0.01,848.5215903834795,494.534853485659
large-household+net-metering,0.0,20.0,0.02,848.5215903834795,458.60041229816864
large-household+net-metering,0.0,20.0,0.03,848.5215903834795,426.2719522285823
large-household+net-metering,0.0,20.0,0.04,848.5215903834795,397.1182193955127
large-household+net-metering,0.0,25.0,0.0,1058.1226078124625,537.2518857431949
large-household+net-metering,0.0,25.0,0.01,1058.1226078124625,497.3078211806915
large-household+net-metering,0.0,25.0,0.02,1058.1226078124625,461.4590743244974
large-household+net-metering,0.0,25.0,0.03,1058.1226078124625,429.20770925558276
large-household+net-metering,0.0,25.0,0.04,1058.1226078124625,400.12350052132655
large-household+net-metering,0.0,30.0,0.0,1264.29053961608,537.5410171479303
large-household+net-metering,0.0,30.0,0.01,1264.29053961608,497.76860753039807
large-household+net-metering,0.0,30.0,0.02,1264.29053961608,462.0739164703845
large-household+net-metering,0.0,30.0,0.03,1264.29053961608,429.9611478702262
large-household+net-metering,0.0,30.0,0.04,1264.29053961608,401.0019251208585
large-household+net-metering,3.0,2.5,0.0,106.45926796345316,396.63483910797913
large-household+net-metering,3.0,2.5,0.01,106.45926796345316,356.4465297248128
large-household+net-metering,3.0,2.5,0.02,106.45926796345316,320.37857956913496
large-household+net-metering,3.0,2.5,0.03,106.45926796345316,287.9300080074992
large-household+net-metering,3.0,2.5,0.04,106.45926796345316,258.6679589001054
large-household+net-metering,3.0,5.0,0.0,212.91729203478394,476.6315871896415
large-household+net-metering,3.0,5.0,0.01,212.91729203478394,436.44351259073784
large-household+net-metering,3.0,5.0,0.02,212.91729203478394,400.3757731477575
large-household+net-metering,3.0,5.0,0.03,212.91729203478394,367.92739115403515
large-household+net-metering,3.0,5.0,0.04,212.91729203478394,338.66551299856053
large-household+net-metering,3.0,7.5,0.0,319.3463504667111,503.2466864628507
large-household+net-metering,3.0,7.5,0.01,319.3463504667111,463.06233496249683
large-household+net-metering,3.0,7.5,0.02,319.3463504667111,426.9979369024956
large-household+net-metering,3.0,7.5,0.03,319.3463504667111,394.5525609876948
large-household+net-metering,3.0,7.5,0.04,319.3463504667111,365.29339370745413
large-household+net-metering,3.0,10.0,0.0,425.7574544955012,516.5307669208373
large-household+net-metering,3.0,10.0,0.01,425.7574544955012,476.34997141384474
large-household+net-metering,3.0,10.0,0.02,425.7574544955012,440.2887647643127
large-household+net-metering,3.0,10.0,0.03,425.7574544955012,407.84626000549764
large-household+net-metering,3.0,10.0,0.04,425.7574544955012,378.58968192729003
large-household+net-metering,3.0,12.5,0.0,531.7980211250136,524.1137354964429
large-household+net-metering,3.0,12.5,0.01,531.7980211250136,483.9630491143712
large-household+net-metering,3.0,12.5,0.02,531.7980211250136,447.92886461216375
large-household+net-metering,3.0,12.5,0.03,531.7980211250136,415.51067035831045
large-household+net-metering,3.0,12.5,0.04,531.7980211250136,386.2760154389902
large-household+net-metering,3.0,15.0,0.0,637.4957951199917,528.8703259266705
large-household+net-metering,3.0,15.0,0.01,637.4957951199917,488.76127962997634
large-household+net-metering,3.0,15.0,0.02,637.4957951199917,452.7644660086774
large-household+net-metering,3.0,15.0,0.03,637.4957951199917,420.37989250948976
large-household+net-metering,3.0,15.0,0.04,637.4957951199917,391.1755567113731
large-household+net-metering,3.0,20.0,0.0,848.5613587061575,534.6003936674651
large-household+net-metering,3.0,20.0,0.01,848.5613587061575,494.558968591644
large-household+net-metering,3.0,20.0,0.02,848.5613587061575,458.62284323669263
large-household+net-metering,3.0,20.0,0.03,848.5613587061575,426.29286800397267
large-household+net-metering,3.0,20.0,0.04,848.5613587061575,397.13776880018537
large-household+net-metering,3.0,25.0,0.0,1058.4354232954945,537.4154450080658
large-household+net-metering,3.0,25.0,0.01,1058.4354232954945,497.4595716799637
large-household+net-metering,3.0,25.0,0.02,1058.4354232954945,461.60022676738083
large-household+net-metering,3.0,25.0,0.03,1058.4354232954945,429.33932714522257
large-household+net-metering,3.0,25.0,0.04,1058.4354232954945,400.2465201722209
large-household+net-metering,3.0,30.0,0.0,1265.9788475257717,538.2766435676664
large-household+net-metering,3.0,30.0,0.01,1265.9788475257717,498.4511226820822
large-household+net-metering,3.0,30.0,0.02,1265.9788475257717,462.70876565656295
large-household+net-metering,3.0,30.0,0.03,1265.9788475257717,430.5531143174052
large-household+net-metering,3.0,30.0,0.04,1265.9788475257717,401.55522001012093
large-household+net-metering,6.0,2.5,0.0,106.4596396833119,396.636782689104
large-household+net-metering,6.0,2.5,0.01,106.4596396833119,356.44833298191526
large-household+net-metering,6.0,2.5,0.02,106.4596396833119,320.38025688911995
large-household+net-metering,6.0,2.5,0.03,106.4596396833119,287.9315720280162
large-household+net-metering,6.0,2.5,0.04,106.4596396833119,258.6694207474158
large-household+net-metering,6.0,5.0,0.0,212.91663020551042,476.62985696343287
large-household+net-metering,6.0,5.0,0.01,212.91663020551042,436.4419072846046
large-household+net-metering,6.0,5.0,0.02,212.91663020551042,400.374279954105
large-household+net-metering,6.0,5.0,0.03,212.91663020551042,367.9259988225009
large-household+net-metering,6.0,5.0,0.04,212.91663020551042,338.6642116242584
large-household+net-metering,6.0,7.5,0.0,319.344701164139,503.24381193850786
large-household+net-metering,6.0,7.5,0.01,319.344701164139,463.0596679750625
large-household+net-metering,6.0,7.5,0.02,319.344701164139,426.99545617397524
large-household+net-metering,6.0,7.5,0.03,319.344701164139,394.55024782721426
large-household+net-metering,6.0,7.5,0.04,319.344701164139,365.2912316594563
large-household+net-metering,6.0,10.0,0.0,425.75642167993226,516.5294168713324
large-household+net-metering,6.0,10.0,0.01,425.75642167993226,476.34871883615324
large-household+net-metering,6.0,10.0,0.02,425.75642167993226,440.28759966500877
large-household+net-metering,6.0,10.0,0.03,425.75642167993226,407.84517360622283
large-household+net-metering,6.0,10.0,0.04,425.75642167993226,378.58866649952495
large-household+net-metering,6.0,12.5,0.0,531.7969096099323,524.1125731589024
large-household+net-metering,6.0,12.5,0.01,531.7969096099323,483.96197069608513
large-household+net-metering,6.0,12.5,0.02,531.7969096099323,447.9278615092003
large-household+net-metering,6.0,12.5,0.03,531.7969096099323,415.50973501286086
large-household+net-metering,6.0,12.5,0.04,531.7969096099323,386.2751411971147
large-household+net-metering,6.0,15.0,0.0,637.5390268135193,528.9079995947808
large-household+net-metering,6.0,15.0,0.01,637.5390268135193,488.79623330838547
large-household+net-metering,6.0,15.0,0.02,637.5390268135193,452.79697856790375
large-household+net-metering,6.0,15.0,0.03,637.5390268135193,420.41020891312235
large-household+net-metering,6.0,15.0,0.04,637.5390268135193,391.2038926268133
large-household+net-metering,6.0,20.0,0.0,848.8157740740643,534.7666737622966
large-household+net-metering,6.0,20.0,0.01,848.8157740740643,494.71324348050223
large-household+net-metering,6.0,20.0,0.02,848.8157740740643,458.76634376909533
large-household+net-metering,6.0,20.0,0.03,848.8157740740643,426.4266753745798
large-household+net-metering,6.0,20.0,0.04,848.8157740740643,397.2628348992107
large-household+net-metering,6.0,25.0,0.0,1058.4983204876926,537.4483315468607
large-household+net-metering,6.0,25.0,0.01,1058.4983204876926,497.49008385355046
large-household+net-metering,6.0,25.0,0.02,1058.4983204876926,461.6286080106722
large-household+net-metering,6.0,25.0,0.03,1058.4983204876926,429.3657912946986
large-household+net-metering,6.0,25.0,0.04,1058.4983204876926,400.271255490791
large-household+net-metering,6.0,30.0,0.0,1266.8413670324298,538.6524589820189
large-household+net-metering,6.0,30.0,0.01,1266.8413670324298,498.799804713682
large-household+net-metering,6.0,30.0,0.02,1266.8413670324298,463.0330961911305
large-household+net-metering,6.0,30.0,0.03,1266.8413670324298,430.85553700052367
large-household+net-metering,6.0,30.0,0.04,1266.8413670324298,401.8378862419045
large-household+net-metering,9.0,2.5,0.0,114.1714571118605,436.95892970070946
large-household+net-metering,9.0,2.5,0.01,114.1714571118605,393.85927357012696
