scenario,pv_kwp,battery_kwh,capex_per_kwh,annual_savings,cycles_per_year,capex,npv,irr,payback_years,lifetime_years
east-west,12.0,20.0,400.0,762.313997690189,234.19260180975812,8400.0,1564.6216241057807,0.02331805431866536,12.324853018080857,15.0
east-west,12.0,30.0,100.0,923.2818333575432,198.76639122285886,3400.0,8668.719910292957,0.24396559095178866,3.788485097472762,15.0
east-west,12.0,30.0,150.0,923.2818333575432,198.76639122285886,4900.0,7168.719910292956,0.15169624529366443,5.55668047491275,15.0
east-west,12.0,30.0,200.0,923.2818333575432,198.76639122285886,6400.0,5668.719910292957,0.09807813543765569,7.389426667481288,15.0
east-west,12.0,30.0,250.0,923.2818333575432,198.76639122285886,7900.0,4168.719910292957,0.06171851839645593,9.292441000983066,15.0
east-west,12.0,30.0,300.0,923.2818333575432,198.76639122285886,9400.0,2668.7199102929562,0.03478738649883802,11.271802538377937,15.0
east-west,12.0,30.0,350.0,923.2818333575432,198.76639122285886,10900.0,1168.7199102929549,0.013677684075003586,13.333972190381415,15.0
east-west,12.0,30.0,400.0,923.2818333575432,198.76639122285886,12400.0,-331.2800897070432,-0.003530626403533914,Inf,15.0
east-west+small-connection,0.0,2.5,100.0,92.43998428810278,274.6100970204259,650.0,558.3334021941735,0.09546204429547281,7.504380873312084,15.0
east-west+small-connection,0.0,2.5,150.0,92.43998428810278,274.6100970204259,775.0,433.33340219417346,0.06504612757741135,9.085404800310592,15.0
east-west+small-connection,0.0,2.5,200.0,92.43998428810278,274.6100970204259,900.0,308.33340219417346,0.04147541377784359,10.721706800657572,15.0
east-west+small-connection,0.0,2.5,250.0,92.43998428810278,274.6100970204259,1025.0,183.33340219417346,0.022429509403812012,12.413029997044438,15.0
east-west+small-connection,0.0,2.5,300.0,92.43998428810278,274.6100970204259,1150.0,58.33340219417346,0.006564064743044983,14.162678227818907,15.0
east-west+small-connection,0.0,2.5,350.0,92.43998428810278,274.6100970204259,1275.0,-66.66659780582668,-0.006960728503124812,Inf,15.0
east-west+small-connection,0.0,2.5,400.0,92.43998428810278,274.6100970204259,1400.0,-191.66659780582657,-0.018700467837181857,Inf,15.0
east-west+small-connection,0.0,7.5,100.0,197.3874132847095,208.2828785343688,1150.0,1430.158429076206,0.131868096916894,6.13346062675892,15.0
east-west+small-connection,0.0,7.5,150.0,197.3874132847095,208.2828785343688,1525.0,1055.1584290762062,0.07878552673357941,8.310397071739065,15.0
east-west+small-connection,0.0,7.5,200.0,197.3874132847095,208.2828785343688,1900.0,680.1584290762064,0.043205468979021985,10.586705062149449,15.0
east-west+small-connection,0.0,7.5,250.0,197.3874132847095,208.2828785343688,2275.0,305.1584290762063,0.016999031154026567,12.970278518327865,15.0
east-west+small-connection,0.0,7.5,300.0,197.3874132847095,208.2828785343688,2650.0,-69.8415709237942,-0.0034825872517132545,Inf,15.0
east-west+small-connection,0.0,7.5,350.0,197.3874132847095,208.2828785343688,3025.0,-444.84157092379485,-0.020152485147821773,Inf,15.0
east-west+small-connection,0.0,7.5,400.0,197.3874132847095,208.2828785343688,3400.0,-819.8415709237947,-0.034124744130446125,Inf,15.0
east-west+small-connection,0.0,10.0,100.0,226.6280600153243,184.60787816106753,1400.0,1562.378854776874,0.12004873004009362,6.530164077315871,15.0
east-west+small-connection,0.0,10.0,150.0,226.6280600153243,184.60787816106753,1900.0,1062.3788547768743,0.0650468534619835,9.085360351777512,15.0
east-west+small-connection,0.0,10.0,200.0,226.6280600153243,184.60787816106753,2400.0,562.3788547768739,0.029019833885754395,11.782542813052457,15.0
east-west+small-connection,0.0,10.0,250.0,226.6280600153243,184.60787816106753,2900.0,62.37885477687419,0.002805114233775557,14.634776548526077,15.0
east-west+small-connection,0.0,10.0,300.0,226.6280600153243,184.60787816106753,3400.0,-437.62114522312584,-0.017535730569494548,Inf,15.0
east-west+small-connection,0.0,10.0,350.0,226.6280600153243,184.60787816106753,3900.0,-937.6211452231263,-0.034014868851090285,Inf,15.0
east-west+small-connection,0.0,10.0,400.0,226.6280600153243,184.60787816106753,4400.0,-1437.6211452231264,-0.047784339730187114,Inf,15.0
east-west+small-connection,0.0,12.5,100.0,249.2756072203872,166.43437999730241,1650.0,1608.4172842118824,0.10668543809870693,7.029323185223924,15.0
east-west+small-connection,0.0,12.5,150.0,249.2756072203872,166.43437999730241,2275.0,983.4172842118824,0.05143307128866349,9.976113718721713,15.0
east-west+small-connection,0.0,12.5,200.0,249.2756072203872,166.43437999730241,2900.0,358.4172842118825,0.01570284675015723,13.110307534396172,15.0
east-west+small-connection,0.0,12.5,250.0,249.2756072203872,166.43437999730241,3525.0,-266.582715788117,-0.010136964890014099,Inf,15.0
east-west+small-connection,0.0,12.5,300.0,249.2756072203872,166.43437999730241,4150.0,-891.582715788117,-0.030120515852011684,Inf,15.0
east-west+small-connection,0.0,12.5,350.0,249.2756072203872,166.43437999730241,4775.0,-1516.582715788117,-0.046278986161238204,Inf,15.0
east-west+small-connection,0.0,12.5,400.0,249.2756072203872,166.43437999730241,5400.0,-2141.582715788117,-0.059764707226421805,Inf,15.0
east-west+small-connection,0.0,20.0,100.0,306.8954204301724,135.08124960704623,2400.0,1611.5972578538003,0.07670384071789152,8.42127439251477,15.0
east-west+small-connection,0.0,20.0,150.0,306.8954204301724,135.08124960704623,3400.0,611.5972578538001,0.02255207239466353,12.400818156827503,15.0
east-west+small-connection,0.0,20.0,200.0,306.8954204301724,135.08124960704623,4400.0,-388.4027421462001,-0.011877112237900804,Inf,15.0
east-west+small-connection,0.0,20.0,250.0,306.8954204301724,135.08124960704623,5400.0,-1388.4027421461994,-0.03660008622622746,Inf,15.0
east-west+small-connection,0.0,20.0,300.0,306.8954204301724,135.08124960704623,6400.0,-2388.4027421461988,-0.05565703999508066,Inf,15.0
east-west+small-connection,0.0,20.0,350.0,306.8954204301724,135.08124960704623,7400.0,-3388.4027421461997,-0.0710422090958455,Inf,15.0
east-west+small-connection,0.0,20.0,400.0,306.8954204301724,135.08124960704623,8400.0,-4388.4027421462,-0.08387372983547896,Inf,15.0
east-west+small-connection,0.0,25.0,100.0,321.9660070321596,114.49059090773648,2900.0,1308.5931068046837,0.053501804495643845,9.833045902216375,15.0
east-west+small-connection,0.0,25.0,150.0,321.9660070321596,114.49059090773648,4150.0,58.59310680468374,0.0018449088496924467,14.758525405687816,15.0
east-west+small-connection,0.0,25.0,200.0,321.9660070321596,114.49059090773648,5400.0,-1191.4068931953177,-0.03099560077833223,Inf,15.0
east-west+small-connection,0.0,25.0,250.0,321.9660070321596,114.49059090773648,6650.0,-2441.4068931953175,-0.054609612641571416,Inf,15.0
east-west+small-connection,0.0,25.0,300.0,321.9660070321596,114.49059090773648,7900.0,-3691.406893195318,-0.07283990372164573,Inf,15.0
east-west+small-connection,0.0,25.0,350.0,321.9660070321596,114.49059090773648,9150.0,-4941.406893195317,-0.08757926215114598,Inf,15.0
east-west+small-connection,0.0,25.0,400.0,321.9660070321596,114.49059090773648,10400.0,-6191.406893195317,-0.099888463869133,Inf,15.0
efficient,0.0,7.5,100.0,227.4127934723606,241.2376833788021,1150.0,1822.6365333697327,0.16248527342809665,5.2798069562141325,15.0
efficient,0.0,7.5,150.0,227.4127934723606,241.2376833788021,1525.0,1447.6365333697324,0.10423317663298348,7.129179353160109,15.0
efficient,0.0,7.5,200.0,227.4127934723606,241.2376833788021,1900.0,1072.6365333697324,0.06561505202817666,9.050661706856626,15.0
efficient,0.0,7.5,250.0,227.4127934723606,241.2376833788021,2275.0,697.6365333697327,0.03739685563351368,11.050456699817236,15.0
efficient,0.0,7.5,300.0,227.4127934723606,241.2376833788021,2650.0,322.6365333697328,0.015475680118919345,13.13515592532197,15.0
efficient,0.0,7.5,350.0,227.4127934723606,241.2376833788021,3025.0,-52.36346663026751,-0.002281568551961241,Inf,15.0
efficient,0.0,7.5,400.0,227.4127934723606,241.2376833788021,3400.0,-427.3634666302674,-0.017108410876763333,Inf,15.0
efficient,0.0,12.5,100.0,292.1777252982081,191.2533908956354,1650.0,2169.2142455867597,0.13835346799627807,5.932921984821561,15.0
efficient,0.0,12.5,150.0,292.1777252982081,191.2533908956354,2275.0,1544.21424558676,0.07744726846300176,8.381431559951455,15.0
efficient,0.0,12.5,200.0,292.1777252982081,191.2533908956354,2900.0,919.2142455867605,0.038573134305722706,10.953533234081352,15.0
efficient,0.0,12.5,250.0,292.1777252982081,191.2533908956354,3525.0,294.21424558676034,0.010710482976456267,13.670584102299538,15.0
efficient,0.0,12.5,300.0,292.1777252982081,191.2533908956354,4150.0,-330.7857544132394,-0.010697011683053627,Inf,15.0
efficient,0.0,12.5,350.0,292.1777252982081,191.2533908956354,4775.0,-955.7857544132396,-0.027920462407897785,Inf,15.0
efficient,0.0,12.5,400.0,292.1777252982081,191.2533908956354,5400.0,-1580.7857544132394,-0.04223806502258759,Inf,15.0
efficient,0.0,15.0,100.0,318.7138767782541,176.10628594683442,1900.0,2266.0827402750556,0.12717812753232233,6.2862574214879885,15.0
efficient,0.0,15.0,150.0,318.7138767782541,176.10628594683442,2650.0,1516.0827402750558,0.06640940401729603,9.00246582890538,15.0
efficient,0.0,15.0,200.0,318.7138767782541,176.10628594683442,3400.0,766.0827402750559,0.027959970938066417,11.87974970617496,15.0
efficient,0.0,15.0,250.0,318.7138767782541,176.10628594683442,4150.0,16.082740275055073,0.0005078068851838126,14.93304330390586,15.0
efficient,0.0,15.0,300.0,318.7138767782541,176.10628594683442,4900.0,-733.917259724945,-0.020543863847500517,Inf,15.0
efficient,0.0,15.0,350.0,318.7138767782541,176.10628594683442,5650.0,-1483.9172597249437,-0.03746394293441317,Inf,15.0
efficient,0.0,15.0,400.0,318.7138767782541,176.10628594683442,6400.0,-2233.917259724944,-0.051521826459503824,Inf,15.0
efficient,0.0,25.0,100.0,400.36132616804457,135.9849052471304,2900.0,2333.3410383094006,0.09010199978725716,7.748432699147914,15.0
efficient,0.0,25.0,150.0,400.36132616804457,135.9849052471304,4150.0,1083.341038309401,0.03214208557464639,11.502295929550739,15.0
efficient,0.0,25.0,200.0,400.36132616804457,135.9849052471304,5400.0,-166.65896169059909,-0.004083406179968333,Inf,15.0
efficient,0.0,25.0,250.0,400.36132616804457,135.9849052471304,6650.0,-1416.6589616906,-0.029848166367046416,Inf,15.0
efficient,0.0,25.0,300.0,400.36132616804457,135.9849052471304,7900.0,-2666.6589616906003,-0.049586361855740856,Inf,15.0
efficient,0.0,25.0,350.0,400.36132616804457,135.9849052471304,9150.0,-3916.6589616906,-0.06545323516953866,Inf,15.0
efficient,0.0,25.0,400.0,400.36132616804457,135.9849052471304,10400.0,-5166.6589616906,-0.07864456446943144,Inf,15.0
efficient,0.0,30.0,100.0,430.93551473071807,123.00637848752231,3400.0,2232.992915900818,0.07519416697546596,8.503033940612193,15.0
efficient,0.0,30.0,150.0,430.93551473071807,123.00637848752231,4900.0,732.9929159008184,0.01888776165154378,12.772822761205587,15.0
efficient,0.0,30.0,200.0,430.93551473071807,123.00637848752231,6400.0,-767.0070840991812,-0.016282206377179358,Inf,15.0
efficient,0.0,30.0,250.0,430.93551473071807,123.00637848752231,7900.0,-2267.0070840991807,-0.04131242297041246,Inf,15.0
efficient,0.0,30.0,300.0,430.93551473071807,123.00637848752231,9400.0,-3767.007084099179,-0.06050492903355367,Inf,15.0
efficient,0.0,30.0,350.0,430.93551473071807,123.00637848752231,10900.0,-5267.007084099181,-0.07594679135529792,Inf,15.0
efficient,0.0,30.0,400.0,430.93551473071807,123.00637848752231,12400.0,-6767.007084099181,-0.08879527748827903,Inf,15.0
efficient,3.0,2.5,100.0,185.0502694220811,355.90593841828843,650.0,1768.8928995362212,0.2579671709149669,3.6079089683751264,15.0
efficient,3.0,2.5,150.0,185.0502694220811,355.90593841828843,775.0,1643.8928995362212,0.2084751028265418,4.332252561987604,15.0
efficient,3.0,2.5,200.0,185.0502694220811,355.90593841828843,900.0,1518.8928995362212,0.17147087273278877,5.065916340192187,15.0
efficient,3.0,2.5,250.0,185.0502694220811,355.90593841828843,1025.0,1393.8928995362212,0.14244802996894573,5.813207617131717,15.0
efficient,3.0,2.5,300.0,185.0502694220811,355.90593841828843,1150.0,1268.8928995362212,0.1188691063463738,6.571937647011477,15.0
efficient,3.0,2.5,350.0,185.0502694220811,355.90593841828843,1275.0,1143.8928995362214,0.09919146264187695,7.341305884017886,15.0
efficient,3.0,2.5,400.0,185.0502694220811,355.90593841828843,1400.0,1018.8928995362214,0.08241990537720761,8.12184702797124,15.0
efficient,3.0,10.0,100.0,452.09506036958203,247.82918173679508,1400.0,4509.580866100006,0.298165770798796,3.16605949194918,15.0
efficient,3.0,10.0,150.0,452.09506036958203,247.82918173679508,1900.0,4009.580866100005,0.2075643999246039,4.348086560266008,15.0
efficient,3.0,10.0,200.0,452.09506036958203,247.82918173679508,2400.0,3509.580866100005,0.15163575048825345,5.558298798596622,15.0
efficient,3.0,10.0,250.0,452.09506036958203,247.82918173679508,2900.0,3009.580866100005,0.11268755914626008,6.797770809020587,15.0
efficient,3.0,10.0,300.0,452.09506036958203,247.82918173679508,3400.0,2509.580866100005,0.08346088914952013,8.068989097956344,15.0
efficient,3.0,10.0,350.0,452.09506036958203,247.82918173679508,3900.0,2009.5808661000053,0.0603974659243391,9.376483703998716,15.0
efficient,3.0,10.0,400.0,452.09506036958203,247.82918173679508,4400.0,1509.5808661000049,0.04153109652220845,10.717325033195689,15.0
efficient,3.0,12.5,100.0,491.34423834350434,222.44450657532659,1650.0,4772.628257007643,0.2718149380440762,3.4438355004510304,15.0
efficient,3.0,12.5,150.0,491.34423834350434,222.44450657532659,2275.0,4147.628257007643,0.1831808298241525,4.811566432283857,15.0
efficient,3.0,12.5,200.0,491.34423834350434,222.44450657532659,2900.0,3522.6282570076432,0.12921015429884608,6.2193332570031705,15.0
efficient,3.0,12.5,250.0,491.34423834350434,222.44450657532659,3525.0,2897.6282570076432,0.09182612301125453,7.668650910513301,15.0
efficient,3.0,12.5,300.0,491.34423834350434,222.44450657532659,4150.0,2272.6282570076432,0.06383097133986491,9.16024629151427,15.0
efficient,3.0,12.5,350.0,491.34423834350434,222.44450657532659,4775.0,1647.6282570076432,0.04175270630162964,10.699910503093214,15.0
efficient,3.0,12.5,400.0,491.34423834350434,222.44450657532659,5400.0,1022.6282570076429,0.023690644049411506,12.288122183941672,15.0
efficient,3.0,20.0,100.0,559.554927923411,170.46534026326663,2400.0,4914.247346310183,0.2022859854543912,4.441831338628561,15.0
efficient,3.0,20.0,150.0,559.554927923411,170.46534026326663,3400.0,3914.247346310183,0.1233376276874798,6.41584920694246,15.0
efficient,3.0,20.0,200.0,559.554927923411,170.46534026326663,4400.0,2914.247346310183,0.07576506992141382,8.471980535480014,15.0
efficient,3.0,20.0,250.0,559.554927923411,170.46534026326663,5400.0,1914.247346310183,0.04281408516672337,10.617041036637204,15.0
efficient,3.0,20.0,300.0,559.554927923411,170.46534026326663,6400.0,914.247346310182,0.01806578648928673,12.858268880067078,15.0
efficient,3.0,20.0,350.0,559.554927923411,170.46534026326663,7400.0,-85.75265368981752,-0.0015249434585488174,Inf,15.0
efficient,3.0,20.0,400.0,559.554927923411,170.46534026326663,8400.0,-1085.7526536898172,-0.01761289693488783,Inf,15.0
efficient,3.0,25.0,100.0,590.828274975767,148.04514522629236,2900.0,4823.038305469141,0.1693333235311138,5.11550065282166,15.0
efficient,3.0,25.0,150.0,590.828274975767,148.04514522629236,4150.0,3573.0383054691406,0.09565790320044007,7.495682034937105,15.0
efficient,3.0,25.0,200.0,590.828274975767,148.04514522629236,5400.0,2323.038305469141,0.05120555619152521,9.992026220728967,15.0
efficient,3.0,25.0,250.0,590.828274975767,148.04514522629236,6650.0,1073.0383054691408,0.020317240935772474,12.625986006564128,15.0
efficient,3.0,25.0,300.0,590.828274975767,148.04514522629236,7900.0,-176.96169453085935,-0.002956666221787201,Inf,15.0
efficient,3.0,25.0,350.0,590.828274975767,148.04514522629236,9150.0,-1426.9616945308592,-0.02143352858696891,Inf,15.0
efficient,3.0,25.0,400.0,590.828274975767,148.04514522629236,10400.0,-2676.961694530859,-0.03664507446414991,Inf,15.0
efficient,6.0,5.0,100.0,343.5671735180534,326.6560881206043,900.0,3590.953723720345,0.35890789025031145,2.66594654558434,15.0
efficient,6.0,5.0,150.0,343.5671735180534,326.6560881206043,1150.0,3340.953723720345,0.2728369000255315,3.4322548448445986,15.0
efficient,6.0,5.0,200.0,343.5671735180534,326.6560881206043,1400.0,3090.953723720345,0.2157284511622719,4.209572001573379,15.0
efficient,6.0,5.0,250.0,343.5671735180534,326.6560881206043,1650.0,2840.953723720345,0.174435091697137,4.998475794121658,15.0
efficient,6.0,5.0,300.0,343.5671735180534,326.6560881206043,1900.0,2590.953723720346,0.1427877846247747,5.803448557826467,15.0
efficient,6.0,5.0,350.0,343.5671735180534,326.6560881206043,2150.0,2340.953723720346,0.11750204423511823,6.620869824258867,15.0
efficient,6.0,5.0,400.0,343.5671735180534,326.6560881206043,2400.0,2090.953723720346,0.09666186067495228,7.45132892307467,15.0
efficient,6.0,10.0,100.0,544.2144675935622,286.9739374370053,1400.0,5713.723830816934,0.36605777852077603,2.6169462916257533,15.0
efficient,6.0,10.0,150.0,544.2144675935622,286.9739374370053,1900.0,5213.723830816934,0.25980898568016747,3.585290412209054,15.0
efficient,6.0,10.0,200.0,544.2144675935622,286.9739374370053,2400.0,4713.723830816934,0.1952145353516209,4.572910158583916,15.0
efficient,6.0,10.0,250.0,544.2144675935622,286.9739374370053,2900.0,4213.723830816935,0.15080479075023273,5.580605475442962,15.0
efficient,6.0,10.0,300.0,544.2144675935622,286.9739374370053,3400.0,3713.7238308169353,0.11782662282600306,6.609200930116919,15.0
efficient,6.0,10.0,350.0,544.2144675935622,286.9739374370053,3900.0,3213.7238308169353,0.09202458108807997,7.659546384408788,15.0
efficient,6.0,10.0,400.0,544.2144675935622,286.9739374370053,4400.0,2713.7238308169353,0.07106696990884466,8.732517683594654,15.0
efficient,6.0,15.0,100.0,685.4563188296136,255.8528812950098,1900.0,7059.973026450199,0.3373633739460229,2.824527403019521,15.0
efficient,6.0,15.0,150.0,685.4563188296136,255.8528812950098,2650.0,6309.973026450199,0.23011308997147356,3.9834738749702296,15.0
efficient,6.0,15.0,200.0,685.4563188296136,255.8528812950098,3400.0,5559.973026450198,0.16690299345546455,5.172846126956167,15.0
efficient,6.0,15.0,250.0,685.4563188296136,255.8528812950098,4150.0,4809.973026450198,0.12406080347005106,6.391130572388181,15.0
efficient,6.0,15.0,300.0,685.4563188296136,255.8528812950098,4900.0,4059.973026450198,0.09247205288983586,7.639077254190615,15.0
efficient,6.0,15.0,350.0,685.4563188296136,255.8528812950098,5650.0,3309.973026450198,0.06784755038165767,8.917805961917352,15.0
efficient,6.0,15.0,400.0,685.4563188296136,255.8528812950098,6400.0,2559.973026450198,0.04788373715784068,10.23313248642933,15.0
efficient,6.0,20.0,100.0,779.6994914648849,228.99059680117094,2400.0,7791.876886029352,0.3001978059664089,3.1463133683860547,15.0
efficient,6.0,20.0,150.0,779.6994914648849,228.99059680117094,3400.0,6791.876886029352,0.19806023514755905,4.519383037617189,15.0
efficient,6.0,20.0,200.0,779.6994914648849,228.99059680117094,4400.0,5791.876886029352,0.13850424523603577,5.9284437581670515,15.0
efficient,6.0,20.0,250.0,779.6994914648849,228.99059680117094,5400.0,4791.876886029353,0.0982386804182703,7.382458338352038,15.0
efficient,6.0,20.0,300.0,779.6994914648849,228.99059680117094,6400.0,3791.8768860293526,0.06854167603508297,8.87737913001762,15.0
efficient,6.0,20.0,350.0,779.6994914648849,228.99059680117094,7400.0,2791.8768860293526,0.0453629334606,10.421598097394044,15.0
efficient,6.0,20.0,400.0,779.6994914648849,228.99059680117094,8400.0,1791.8768860293526,0.026541724117183724,12.011746389269186,15.0
efficient,6.0,30.0,100.0,888.8440379612495,182.5319176938064,3400.0,8218.564722624606,0.2330915954998635,3.940077060670623,15.0
efficient,6.0,30.0,150.0,888.8440379612495,182.5319176938064,4900.0,6718.564722624604,0.14346203094843574,5.78415941128409,15.0
efficient,6.0,30.0,200.0,888.8440379612495,182.5319176938064,6400.0,5218.564722624605,0.09117160148117527,7.698792916403204,15.0
efficient,6.0,30.0,250.0,888.8440379612495,182.5319176938064,7900.0,3718.5647226246047,0.05561207170222441,9.690060704765854,15.0
efficient,6.0,30.0,300.0,888.8440379612495,182.5319176938064,9400.0,2218.5647226246047,0.029218640447221507,11.76442760698835,15.0
efficient,6.0,30.0,350.0,888.8440379612495,182.5319176938064,10900.0,718.5647226246022,0.008497365171816625,13.928761290651419,15.0
efficient,6.0,30.0,400.0,888.8440379612495,182.5319176938064,12400.0,-781.4352773753963,-0.008415657568696899,Inf,15.0
efficient,9.0,7.5,100.0,470.09748685656524,318.0160618757524,1150.0,4994.900391652614,0.3865370103869189,2.485528010924934,15.0
efficient,9.0,7.5,150.0,470.09748685656524,318.0160618757524,1525.0,4619.900391652614,0.28283105443310885,3.3225781590567363,15.0
efficient,9.0,7.5,200.0,470.09748685656524,318.0160618757524,1900.0,4244.900391652614,0.2179241416119066,4.173599730139806,15.0
efficient,9.0,7.5,250.0,470.09748685656524,318.0160618757524,2275.0,3869.900391652614,0.17263547840049104,5.039230853828909,15.0
efficient,9.0,7.5,300.0,470.09748685656524,318.0160618757524,2650.0,3494.9003916526144,0.13873072424114063,5.921727289147809,15.0
efficient,9.0,7.5,350.0,470.09748685656524,318.0160618757524,3025.0,3119.900391652614,0.11207938747787008,6.820636453537461,15.0
efficient,9.0,7.5,400.0,470.09748685656524,318.0160618757524,3400.0,2744.9003916526144,0.09037193220058945,7.735860224683063,15.0
efficient,9.0,10.0,100.0,571.8131921032948,304.8109763464413,1400.0,6074.481796538019,0.3861879797294341,2.4876635236055744,15.0
efficient,9.0,10.0,150.0,571.8131921032948,304.8109763464413,1900.0,5574.481796538019,0.27515398833218335,3.4062545089741127,15.0
efficient,9.0,10.0,200.0,571.8131921032948,304.8109763464413,2400.0,5074.481796538019,0.20790551446235433,4.342144225305796,15.0
efficient,9.0,10.0,250.0,571.8131921032948,304.8109763464413,2900.0,4574.481796538019,0.16182620622608165,5.296072649547321,15.0
efficient,9.0,10.0,300.0,571.8131921032948,304.8109763464413,3400.0,4074.481796538018,0.12770484115888847,6.268802756983501,15.0
efficient,9.0,10.0,350.0,571.8131921032948,304.8109763464413,3900.0,3574.481796538018,0.10107119095682714,7.2611211517496255,15.0
efficient,9.0,10.0,400.0,571.8131921032948,304.8109763464413,4400.0,3074.481796538018,0.07948077154411802,8.27383871350038,15.0
efficient,9.0,15.0,100.0,742.3056331855358,282.35345530078337,1900.0,7803.081389753312,0.3680652637223647,2.603490829239937,15.0
efficient,9.0,15.0,150.0,742.3056331855358,282.35345530078337,2650.0,7053.081389753312,0.2531018731876429,3.6688944332323676,15.0
efficient,9.0,15.0,200.0,742.3056331855358,282.35345530078337,3400.0,6303.081389753313,0.185815783468223,4.757540878691695,15.0
efficient,9.0,15.0,250.0,742.3056331855358,282.35345530078337,4150.0,5553.081389753313,0.14047683542387737,5.870351612873131,15.0
efficient,9.0,15.0,300.0,742.3056331855358,282.35345530078337,4900.0,4803.081389753313,0.10720481500767899,7.00844491085734,15.0
efficient,9.0,15.0,350.0,742.3056331855358,282.35345530078337,5650.0,4053.0813897533126,0.08136732631608364,8.175808306808438,15.0
efficient,9.0,15.0,400.0,742.3056331855358,282.35345530078337,6400.0,3303.0813897533117,0.06048590424344405,9.370824000923783,15.0
efficient,9.0,25.0,100.0,979.8521161360931,243.20869565849694,2900.0,9908.180899812933,0.31371482771051884,3.0204318431401873,15.0
efficient,9.0,25.0,150.0,979.8521161360931,243.20869565849694,4150.0,8658.180899812935,0.20554706921773572,4.383513885990704,15.0
efficient,9.0,25.0,200.0,979.8521161360931,243.20869565849694,5400.0,7408.180899812933,0.14352961041128476,5.782231750730522,15.0
efficient,9.0,25.0,250.0,979.8521161360931,243.20869565849694,6650.0,6158.180899812934,0.10199166298522692,7.222335448496288,15.0
efficient,9.0,25.0,300.0,979.8521161360931,243.20869565849694,7900.0,4908.180899812934,0.07153677787348721,8.705945416813092,15.0
efficient,9.0,25.0,350.0,979.8521161360931,243.20869565849694,9150.0,3658.180899812935,0.047862223491112216,10.234721043588738,15.0
efficient,9.0,25.0,400.0,979.8521161360931,243.20869565849694,10400.0,2408.1808998129336,0.028694420404481433,11.81227503390611,15.0
efficient,9.0,30.0,100.0,1069.1510932852439,226.3577153909908,3400.0,10575.456486260437,0.2893212796177157,3.2546697021769653,15.0
efficient,9.0,30.0,150.0,1069.1510932852439,226.3577153909908,4900.0,9075.456486260437,0.1856689678704151,4.760524225273618,15.0
efficient,9.0,30.0,200.0,1069.1510932852439,226.3577153909908,6400.0,7575.456486260437,0.12634489560397066,6.314024959157457,15.0
efficient,9.0,30.0,250.0,1069.1510932852439,226.3577153909908,7900.0,6075.456486260437,0.08656293213292279,7.916130732386194,15.0
efficient,9.0,30.0,300.0,1069.1510932852439,226.3577153909908,9400.0,4575.456486260437,0.057342204763093554,9.575006243486433,15.0
efficient,9.0,30.0,350.0,1069.1510932852439,226.3577153909908,10900.0,3075.4564862604375,0.0345851960195929,11.289200420906273,15.0
efficient,9.0,30.0,400.0,1069.1510932852439,226.3577153909908,12400.0,1575.456486260438,0.016129002822880614,13.06385511506635,15.0
efficient,12.0,2.5,100.0,197.73367647173552,371.0113522733319,650.0,1934.6846238614598,0.2785735242610552,3.368521894032116,15.0
efficient,12.0,2.5,150.0,197.73367647173552,371.0113522733319,775.0,1809.6846238614598,0.22630557380018212,4.041004551601681,15.0
efficient,12.0,2.5,200.0,197.73367647173552,371.0113522733319,900.0,1684.6846238614596,0.18735884990878265,4.726374517456303,15.0
efficient,12.0,2.5,250.0,197.73367647173552,371.0113522733319,1025.0,1559.6846238614596,0.15690489599853208,5.420147431949926,15.0
efficient,12.0,2.5,300.0,197.73367647173552,371.0113522733319,1150.0,1434.6846238614594,0.13222900694656334,6.121943408127396,15.0
efficient,12.0,2.5,350.0,197.73367647173552,371.0113522733319,1275.0,1309.6846238614598,0.11168380621402543,6.835573110183437,15.0
efficient,12.0,2.5,400.0,197.73367647173552,371.0113522733319,1400.0,1184.6846238614598,0.09420859900361385,7.560411032897427,15.0
efficient,12.0,7.5,100.0,475.7539082126541,325.4216392237851,1150.0,5068.838557199513,0.3915482425760046,2.455243738224996,15.0
efficient,12.0,7.5,150.0,475.7539082126541,325.4216392237851,1525.0,4693.838557199514,0.2867186848930442,3.2815989967963946,15.0
efficient,12.0,7.5,200.0,475.7539082126541,325.4216392237851,1900.0,4318.838557199514,0.22116215652345994,4.121501765406016,15.0
efficient,12.0,7.5,250.0,475.7539082126541,325.4216392237851,2275.0,3943.838557199514,0.17545462571140652,4.976065778978976,15.0
efficient,12.0,7.5,300.0,475.7539082126541,325.4216392237851,2650.0,3568.838557199514,0.14125859109707783,5.8475814209713635,15.0
efficient,12.0,7.5,350.0,475.7539082126541,325.4216392237851,3025.0,3193.838557199514,0.11439321901692545,6.734270935157119,15.0
efficient,12.0,7.5,400.0,475.7539082126541,325.4216392237851,3400.0,2818.838557199514,0.09252178913003258,7.636807176110568,15.0
efficient,12.0,12.5,100.0,676.3566808463236,304.41497358622604,1650.0,7191.026700271526,0.3876914193590847,2.4784893966367667,15.0
efficient,12.0,12.5,150.0,676.3566808463236,304.41497358622604,2275.0,6566.026700271525,0.2713038696565353,3.4496530560766905,15.0
efficient,12.0,12.5,200.0,676.3566808463236,304.41497358622604,2900.0,5941.026700271526,0.20237261802102002,4.440265090872081,15.0
efficient,12.0,12.5,250.0,676.3566808463236,304.41497358622604,3525.0,5316.026700271525,0.1557043674755834,5.451131322399612,15.0
