scenario,pv_kwp,battery_kwh,capex_per_kwh,annual_savings,cycles_per_year,capex,npv,irr,payback_years,lifetime_years
efficient,12.0,12.5,300.0,676.3566808463236,304.41497358622604,4150.0,4691.026700271525,0.1213923748005481,6.483082362589712,15.0
efficient,12.0,12.5,350.0,676.3566808463236,304.41497358622604,4775.0,4066.0267002715254,0.09473120151656522,7.53697429016683,15.0
efficient,12.0,12.5,400.0,676.3566808463236,304.41497358622604,5400.0,3441.0267002715254,0.07318416355745624,8.613689344166257,15.0
efficient,12.0,15.0,100.0,760.8557384947387,295.21768893107276,1900.0,8045.5599236036705,0.37804042505946406,2.538513366000517,15.0
efficient,12.0,15.0,150.0,760.8557384947387,295.21768893107276,2650.0,7295.5599236036705,0.26053708022598576,3.5764184517154707,15.0
efficient,12.0,15.0,200.0,760.8557384947387,295.21768893107276,3400.0,6545.5599236036705,0.19190769759856036,4.636471053063104,15.0
efficient,12.0,15.0,250.0,760.8557384947387,295.21768893107276,4150.0,5795.5599236036705,0.14574669353491224,5.719559363065612,15.0
efficient,12.0,15.0,300.0,760.8557384947387,295.21768893107276,4900.0,5045.559923603671,0.11192132603919383,6.826598603233543,15.0
efficient,12.0,15.0,350.0,760.8557384947387,295.21768893107276,5650.0,4295.5599236036705,0.08568577094443405,7.958531756843122,15.0
efficient,12.0,15.0,400.0,760.8557384947387,295.21768893107276,6400.0,3545.5599236036705,0.06450372078663116,9.11870440906741,15.0
efficient,12.0,25.0,100.0,1040.628090939046,264.0954449185558,2900.0,10702.616781329747,0.33537600529438816,2.84004426207548,15.0
efficient,12.0,25.0,150.0,1040.628090939046,264.0954449185558,4150.0,9452.616781329749,0.22154988707337112,4.115338047461535,15.0
efficient,12.0,25.0,200.0,1040.628090939046,264.0954449185558,5400.0,8202.616781329749,0.1566711138733171,5.426158594089874,15.0
efficient,12.0,25.0,250.0,1040.628090939046,264.0954449185558,6650.0,6952.616781329749,0.11341859290688315,6.7704423125308395,15.0
efficient,12.0,25.0,300.0,1040.628090939046,264.0954449185558,7900.0,5702.616781329748,0.08182122290278668,8.152475093785934,15.0
efficient,12.0,25.0,350.0,1040.628090939046,264.0954449185558,9150.0,4452.616781329748,0.05732866224454419,9.575899335749966,15.0
efficient,12.0,25.0,400.0,1040.628090939046,264.0954449185558,10400.0,3202.6167813297493,0.037544234803331675,11.03812995040757,15.0
high-mileage,0.0,2.5,100.0,93.24899988494599,276.87753156588894,650.0,568.9084858670027,0.09705406981490335,7.434108653016621,15.0
high-mileage,0.0,2.5,150.0,93.24899988494599,276.87753156588894,775.0,443.9084858670027,0.06648059888952952,8.998200674902522,15.0
high-mileage,0.0,2.5,200.0,93.24899988494599,276.87753156588894,900.0,318.9084858670026,0.04279752469814862,10.618327259254565,15.0
high-mileage,0.0,2.5,250.0,93.24899988494599,276.87753156588894,1025.0,193.90848586700258,0.023667114692316256,12.290437524072434,15.0
high-mileage,0.0,2.5,300.0,93.24899988494599,276.87753156588894,1150.0,68.90848586700265,0.007735555170620445,14.019464176846439,15.0
high-mileage,0.0,2.5,350.0,93.24899988494599,276.87753156588894,1275.0,-56.09151413299713,-0.005842558631480925,Inf,15.0
high-mileage,0.0,2.5,400.0,93.24899988494599,276.87753156588894,1400.0,-181.0915141329972,-0.01762634492119565,Inf,15.0
high-mileage,0.0,10.0,100.0,233.11078879407955,186.35178018440712,1400.0,1647.1181348736966,0.12568266967184394,6.336230334748581,15.0
high-mileage,0.0,10.0,150.0,233.11078879407955,186.35178018440712,1900.0,1147.1181348736964,0.06971566623828945,8.809605046570182,15.0
high-mileage,0.0,10.0,200.0,233.11078879407955,186.35178018440712,2400.0,647.1181348736969,0.033138418356253335,11.41474748676058,15.0
high-mileage,0.0,10.0,250.0,233.11078879407955,186.35178018440712,2900.0,147.1181348736967,0.006564791803319796,14.162588777483949,15.0
high-mileage,0.0,10.0,300.0,233.11078879407955,186.35178018440712,3400.0,-352.88186512630307,-0.014030823001982128,Inf,15.0
high-mileage,0.0,10.0,350.0,233.11078879407955,186.35178018440712,3900.0,-852.881865126303,-0.030701555169704367,Inf,15.0
high-mileage,0.0,10.0,400.0,233.11078879407955,186.35178018440712,4400.0,-1352.881865126303,-0.044621252045809065,Inf,15.0
high-mileage,0.0,12.5,100.0,259.2134259501113,168.1911665143307,1650.0,1738.3199276248363,0.1141771170221636,6.742265311336536,15.0
high-mileage,0.0,12.5,150.0,259.2134259501113,168.1911665143307,2275.0,1113.3199276248363,0.05762397467435443,9.556450878430395,15.0
high-mileage,0.0,12.5,200.0,259.2134259501113,168.1911665143307,2900.0,488.3199276248363,0.02116722498691383,12.539721255761625,15.0
high-mileage,0.0,12.5,250.0,259.2134259501113,168.1911665143307,3525.0,-136.68007237516386,-0.005141764892312096,Inf,15.0
high-mileage,0.0,12.5,300.0,259.2134259501113,168.1911665143307,4150.0,-761.6800723751643,-0.02545658121099171,Inf,15.0
high-mileage,0.0,12.5,350.0,259.2134259501113,168.1911665143307,4775.0,-1386.6800723751658,-0.041863427643227515,Inf,15.0
high-mileage,0.0,12.5,400.0,259.2134259501113,168.1911665143307,5400.0,-2011.6800723751653,-0.05554357119177672,Inf,15.0
high-mileage,0.0,20.0,100.0,328.4599135619435,138.47913484922773,2400.0,1893.4784973755973,0.08854756450184248,7.821430024803568,15.0
high-mileage,0.0,20.0,150.0,328.4599135619435,138.47913484922773,3400.0,893.4784973755974,0.032344459036206044,11.484440632203889,15.0
high-mileage,0.0,20.0,200.0,328.4599135619435,138.47913484922773,4400.0,-106.52150262440259,-0.003197096684439258,Inf,15.0
high-mileage,0.0,20.0,250.0,328.4599135619435,138.47913484922773,5400.0,-1106.5215026244023,-0.028629455258807245,Inf,15.0
high-mileage,0.0,20.0,300.0,328.4599135619435,138.47913484922773,6400.0,-2106.5215026244023,-0.04818445386942477,Inf,15.0
high-mileage,0.0,20.0,350.0,328.4599135619435,138.47913484922773,7400.0,-3106.5215026244023,-0.06394216215165593,Inf,15.0
high-mileage,0.0,20.0,400.0,328.4599135619435,138.47913484922773,8400.0,-4106.521502624403,-0.07706510066327868,Inf,15.0
high-mileage,0.0,25.0,100.0,370.9259458918939,128.17824394571483,2900.0,1948.5751443310087,0.07674715571930271,8.418945452382186,15.0
high-mileage,0.0,25.0,150.0,370.9259458918939,128.17824394571483,4150.0,698.5751443310085,0.021160603943020474,12.540390239141573,15.0
high-mileage,0.0,25.0,200.0,370.9259458918939,128.17824394571483,5400.0,-551.4248556689913,-0.013797562257169087,Inf,15.0
high-mileage,0.0,25.0,250.0,370.9259458918939,128.17824394571483,6650.0,-1801.4248556689913,-0.038760549044461676,Inf,15.0
high-mileage,0.0,25.0,300.0,370.9259458918939,128.17824394571483,7900.0,-3051.424855668992,-0.05793849962953236,Inf,15.0
high-mileage,0.0,25.0,350.0,370.9259458918939,128.17824394571483,9150.0,-4301.424855668994,-0.07338759133914938,Inf,15.0
high-mileage,0.0,25.0,400.0,370.9259458918939,128.17824394571483,10400.0,-5551.424855668994,-0.0862527978959273,Inf,15.0
high-mileage,3.0,5.0,100.0,292.9242282559587,285.94998840384153,900.0,2928.9721924928904,0.3008192593204011,3.1403187822237872,15.0
high-mileage,3.0,5.0,150.0,292.9242282559587,285.94998840384153,1150.0,2678.9721924928904,0.22584712279217906,4.048069685428703,15.0
high-mileage,3.0,5.0,200.0,292.9242282559587,285.94998840384153,1400.0,2428.9721924928904,0.17557801007362728,4.973365103282113,15.0
high-mileage,3.0,5.0,250.0,292.9242282559587,285.94998840384153,1650.0,2178.9721924928904,0.13889035723569576,5.917000531770942,15.0
high-mileage,3.0,5.0,300.0,292.9242282559587,285.94998840384153,1900.0,1928.9721924928908,0.11054765939885663,6.8787546220209626,15.0
high-mileage,3.0,5.0,350.0,292.9242282559587,285.94998840384153,2150.0,1678.9721924928908,0.08774775126265003,7.859390386703607,15.0
high-mileage,3.0,5.0,400.0,292.9242282559587,285.94998840384153,2400.0,1428.9721924928908,0.06884675945486257,8.859694435566544,15.0
high-mileage,3.0,10.0,100.0,425.464686010625,230.97337910319501,1400.0,4161.480732822457,0.2782557975853342,3.371996215693274,15.0
high-mileage,3.0,10.0,150.0,425.464686010625,230.97337910319501,1900.0,3661.480732822457,0.1920720992506175,4.633275900727946,15.0
high-mileage,3.0,10.0,200.0,425.464686010625,230.97337910319501,2400.0,3161.480732822457,0.13859031660392468,5.925889785228551,15.0
high-mileage,3.0,10.0,250.0,425.464686010625,230.97337910319501,2900.0,2661.480732822457,0.10118921282799867,7.256130607059998,15.0
high-mileage,3.0,10.0,300.0,425.464686010625,230.97337910319501,3400.0,2161.480732822457,0.0730296676613795,8.62228098497681,15.0
high-mileage,3.0,10.0,350.0,425.464686010625,230.97337910319501,3900.0,1661.480732822457,0.050748593591234736,10.024585975544362,15.0
high-mileage,3.0,10.0,400.0,425.464686010625,230.97337910319501,4400.0,1161.4807328224572,0.03248207618063128,11.4723199483727,15.0
high-mileage,3.0,15.0,100.0,487.24509231823845,187.80188221560533,1900.0,4469.046085819004,0.2277168446730184,4.019388011305089,15.0
high-mileage,3.0,15.0,150.0,487.24509231823845,187.80188221560533,2650.0,3719.0460858190045,0.1463658206218735,5.702253038389485,15.0
high-mileage,3.0,15.0,200.0,487.24509231823845,187.80188221560533,3400.0,2969.0460858190045,0.0968591366377233,7.442659886546318,15.0
high-mileage,3.0,15.0,250.0,487.24509231823845,187.80188221560533,4150.0,2219.046085819004,0.06246417864506036,9.245472558038738,15.0
high-mileage,3.0,15.0,300.0,487.24509231823845,187.80188221560533,4900.0,1469.0460858190036,0.0366136001310428,11.1162787350926,15.0
high-mileage,3.0,15.0,350.0,487.24509231823845,187.80188221560533,5650.0,719.0460858190038,0.016155067816568426,13.06102079274628,15.0
high-mileage,3.0,15.0,400.0,487.24509231823845,187.80188221560533,6400.0,-30.95391418099615,-0.0006352746822097383,Inf,15.0
high-mileage,3.0,20.0,100.0,534.6258353947128,163.64479094917493,2400.0,4588.385594809516,0.1907711484769311,4.658662023599684,15.0
high-mileage,3.0,20.0,150.0,534.6258353947128,163.64479094917493,3400.0,3588.385594809516,0.11435478219328044,6.735691776402153,15.0
high-mileage,3.0,20.0,200.0,534.6258353947128,163.64479094917493,4400.0,2588.385594809516,0.06810190293490331,8.902961286644556,15.0
high-mileage,3.0,20.0,250.0,534.6258353947128,163.64479094917493,5400.0,1588.3855948095165,0.035964740881823845,11.17120537942325,15.0
high-mileage,3.0,20.0,300.0,534.6258353947128,163.64479094917493,6400.0,588.3855948095161,0.01177230159745131,13.548889705881475,15.0
high-mileage,3.0,20.0,350.0,534.6258353947128,163.64479094917493,7400.0,-411.61440519048404,-0.007412019638393073,Inf,15.0
high-mileage,3.0,20.0,400.0,534.6258353947128,163.64479094917493,8400.0,-1411.6144051904844,-0.02318811468711037,Inf,15.0
high-mileage,3.0,30.0,100.0,616.2017774899123,137.29087800894953,3400.0,4654.709182034244,0.1432723768705022,5.789574693098095,15.0
high-mileage,3.0,30.0,150.0,616.2017774899123,137.29087800894953,4900.0,3154.709182034245,0.0738634327340315,8.576061518997221,15.0
high-mileage,3.0,30.0,200.0,616.2017774899123,137.29087800894953,6400.0,1654.7091820342453,0.031851636864333205,11.527987085040783,15.0
high-mileage,3.0,30.0,250.0,616.2017774899123,137.29087800894953,7900.0,154.70918203424503,0.0025552010282137317,14.666859001162287,15.0
high-mileage,3.0,30.0,300.0,616.2017774899123,137.29087800894953,9400.0,-1345.2908179657538,-0.01958781583331052,Inf,15.0
high-mileage,3.0,30.0,350.0,616.2017774899123,137.29087800894953,10900.0,-2845.2908179657547,-0.03721284995620698,Inf,15.0
high-mileage,3.0,30.0,400.0,616.2017774899123,137.29087800894953,12400.0,-4345.290817965756,-0.05175508891601998,Inf,15.0
high-mileage,6.0,7.5,100.0,419.1188626252688,286.54748441358714,1150.0,4328.5310177180845,0.3411563051621851,2.795347450159102,15.0
high-mileage,6.0,7.5,150.0,419.1188626252688,286.54748441358714,1525.0,3953.5310177180845,0.24746983987342663,3.7418103195111345,15.0
high-mileage,6.0,7.5,200.0,419.1188626252688,286.54748441358714,1900.0,3578.5310177180845,0.18834774390468734,4.706581399503042,15.0
high-mileage,6.0,7.5,250.0,419.1188626252688,286.54748441358714,2275.0,3203.5310177180845,0.14679051865696457,5.690430261885494,15.0
high-mileage,6.0,7.5,300.0,419.1188626252688,286.54748441358714,2650.0,2828.5310177180845,0.11548377688429462,6.694150264257107,15.0
high-mileage,6.0,7.5,350.0,419.1188626252688,286.54748441358714,3025.0,2453.5310177180845,0.09074446054772459,7.71855920039404,15.0
high-mileage,6.0,7.5,400.0,419.1188626252688,286.54748441358714,3400.0,2078.5310177180845,0.07050424836100883,8.764499967217004,15.0
high-mileage,6.0,15.0,100.0,634.5033527850658,238.14976217910367,1900.0,6393.939044654979,0.3096357959504258,3.0574463259013527,15.0
high-mileage,6.0,15.0,150.0,634.5033527850658,238.14976217910367,2650.0,5643.939044654979,0.20919974067283983,4.319723605054171,15.0
high-mileage,6.0,15.0,200.0,634.5033527850658,238.14976217910367,3400.0,4893.939044654979,0.14958890655970203,5.613506809667663,15.0
high-mileage,6.0,15.0,250.0,634.5033527850658,238.14976217910367,4150.0,4143.939044654979,0.1089556845858203,6.939972659198717,15.0
high-mileage,6.0,15.0,300.0,634.5033527850658,238.14976217910367,4900.0,3393.9390446549787,0.07886014734537121,8.30646202088609,15.0
high-mileage,6.0,15.0,350.0,634.5033527850658,238.14976217910367,5650.0,2643.9390446549796,0.055314648166154765,9.710035349343476,15.0
high-mileage,6.0,15.0,400.0,634.5033527850658,238.14976217910367,6400.0,1893.9390446549787,0.0361692391548251,11.153855179205864,15.0
high-mileage,6.0,25.0,100.0,819.638233819602,195.72839399629638,2900.0,7813.937948679738,0.2557804156731413,3.6350949849992484,15.0
high-mileage,6.0,25.0,150.0,819.638233819602,195.72839399629638,4150.0,6563.937948679738,0.16220130656335408,5.286805247346897,15.0
high-mileage,6.0,25.0,200.0,819.638233819602,195.72839399629638,5400.0,5313.937948679739,0.10757249714091748,6.9938466690161745,15.0
high-mileage,6.0,25.0,250.0,819.638233819602,195.72839399629638,6650.0,4063.9379486797375,0.07048200803288233,8.765767477756723,15.0
high-mileage,6.0,25.0,300.0,819.638233819602,195.72839399629638,7900.0,2813.9379486797375,0.04300540332964737,10.602197177165069,15.0
high-mileage,6.0,25.0,350.0,819.638233819602,195.72839399629638,9150.0,1563.9379486797375,0.021473333464801042,12.508843301943491,15.0
high-mileage,6.0,25.0,400.0,819.638233819602,195.72839399629638,10400.0,313.93794867973736,0.00392748092413507,14.491774387797587,15.0
high-mileage,6.0,30.0,100.0,864.488768996304,176.76119292663034,3400.0,7900.2037315836915,0.22535407142450592,4.055691742923072,15.0
high-mileage,6.0,30.0,150.0,864.488768996304,176.76119292663034,4900.0,6400.2037315836915,0.13758002510814885,5.955979410374708,15.0
high-mileage,6.0,30.0,200.0,864.488768996304,176.76119292663034,6400.0,4900.203731583693,0.08622420895596229,7.932464259589281,15.0
high-mileage,6.0,30.0,250.0,864.488768996304,176.76119292663034,7900.0,3400.203731583693,0.051228900293926294,9.990391883696836,15.0
high-mileage,6.0,30.0,300.0,864.488768996304,176.76119292663034,9400.0,1900.203731583692,0.02521527746626953,12.139304584053576,15.0
high-mileage,6.0,30.0,350.0,864.488768996304,176.76119292663034,10900.0,400.20373158369193,0.004768763665609953,14.385733659062408,15.0
high-mileage,6.0,30.0,400.0,864.488768996304,176.76119292663034,12400.0,-1099.796268416308,-0.011935121878066522,Inf,15.0
high-mileage,9.0,2.5,100.0,188.7470103132689,340.69858874473056,650.0,1817.2150139597547,0.2639947528082438,3.5348145292494175,15.0
high-mileage,9.0,2.5,150.0,188.7470103132689,340.69858874473056,775.0,1692.2150139597543,0.2136973085141562,4.243322906850359,15.0
high-mileage,9.0,2.5,200.0,188.7470103132689,340.69858874473056,900.0,1567.2150139597543,0.17612945208565628,4.961324865487028,15.0
high-mileage,9.0,2.5,250.0,188.7470103132689,340.69858874473056,1025.0,1442.2150139597543,0.14669123328071693,5.693190636860914,15.0
high-mileage,9.0,2.5,300.0,188.7470103132689,340.69858874473056,1150.0,1317.2150139597543,0.12279378044353728,6.434536425198213,15.0
high-mileage,9.0,2.5,350.0,188.7470103132689,340.69858874473056,1275.0,1192.2150139597543,0.10286409909748723,7.185860846030387,15.0
high-mileage,9.0,2.5,400.0,188.7470103132689,340.69858874473056,1400.0,1067.2150139597543,0.0858880189987507,7.9487253398177,15.0
high-mileage,9.0,7.5,100.0,446.75096810299345,301.64627102752564,1150.0,4689.7253242600045,0.36580658390176257,2.618639146499901,15.0
high-mileage,9.0,7.5,150.0,446.75096810299345,301.64627102752564,1525.0,4314.7253242600045,0.2667139868727099,3.502697486254452,15.0
high-mileage,9.0,7.5,200.0,446.75096810299345,301.64627102752564,1900.0,3939.725324260004,0.20447223776035334,4.402590510785949,15.0
high-mileage,9.0,7.5,250.0,446.75096810299345,301.64627102752564,2275.0,3564.7253242600045,0.16090227019843495,5.319012822663481,15.0
high-mileage,9.0,7.5,300.0,446.75096810299345,301.64627102752564,2650.0,3189.7253242600045,0.12819337630653982,6.252680780544018,15.0
high-mileage,9.0,7.5,350.0,446.75096810299345,301.64627102752564,3025.0,2814.7253242600045,0.1024214304296833,7.204333097878794,15.0
high-mileage,9.0,7.5,400.0,446.75096810299345,301.64627102752564,3400.0,2439.7253242600045,0.0813882325302927,8.174731456995437,15.0
high-mileage,9.0,12.5,100.0,627.2087171561279,274.57799702116705,1650.0,6548.586887737578,0.3572530229611993,2.6775335620767193,15.0
high-mileage,9.0,12.5,150.0,627.2087171561279,274.57799702116705,2275.0,5923.586887737577,0.24839221916204673,3.729693548578788,15.0
high-mileage,9.0,12.5,200.0,627.2087171561279,274.57799702116705,2900.0,5298.586887737577,0.18352143470166987,4.804524982442425,15.0
high-mileage,9.0,12.5,250.0,627.2087171561279,274.57799702116705,3525.0,4673.586887737578,0.13936671141031973,5.902931504590135,15.0
high-mileage,9.0,12.5,300.0,627.2087171561279,274.57799702116705,4150.0,4048.586887737578,0.10675872091641958,7.0263716293319955,15.0
high-mileage,9.0,12.5,350.0,627.2087171561279,274.57799702116705,4775.0,3423.586887737578,0.08132909888058518,8.177777882760118,15.0
high-mileage,9.0,12.5,400.0,627.2087171561279,274.57799702116705,5400.0,2798.5868877375774,0.06071511785923002,9.356177656057723,15.0
high-mileage,9.0,25.0,100.0,962.2002191466136,227.90784172850704,2900.0,9677.443336314409,0.307396243492783,3.078119801469811,15.0
